TRADEDATE,BOARDID,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
2015-11-03,TQTF,FXRU ETF,FXRU,27,3305280.0,6100.0,6000.0,6120.0,6030.0,6040.0,6040.0,547,6040.0,6040.0,6040.0,3305280.0,3305280.0,3305280.0,1786039.13
2015-11-05,TQTF,FXRU ETF,FXRU,12,2873700.0,6090.0,6040.0,6090.0,6060.0,6050.0,6060.0,475,6050.0,6050.0,6050.0,2873700.0,2873700.0,2873700.0,1786039.13
2015-11-06,TQTF,FXRU ETF,FXRU,4,92660.0,6130.0,6130.0,6190.0,6190.0,6180.0,6190.0,15,6050.0,6080.0,6050.0,2966360.0,608460.0,2966360.0,1786039.13
2015-11-09,TQTF,FXRU ETF,FXRU,7,98650.0,6170.0,6140.0,6190.0,6190.0,6170.0,6190.0,16,,6100.0,,0.0,585710.0,0.0,1786039.13
2015-11-10,TQTF,FXRU ETF,FXRU,4,264880.0,6180.0,6120.0,6180.0,6170.0,6160.0,6170.0,43,,6150.0,,0.0,547090.0,0.0,1786039.13
2015-11-11,TQTF,FXRU ETF,FXRU,4,234820.0,6190.0,6140.0,6190.0,6180.0,6180.0,6180.0,38,6170.0,6170.0,6170.0,598350.0,549020.0,598350.0,1786039.13
2015-11-12,TQTF,FXRU ETF,FXRU,14,3090080.0,6200.0,6200.0,6310.0,6290.0,6270.0,6290.0,493,6270.0,6270.0,6270.0,3090080.0,3090080.0,3090080.0,1786039.13
2015-11-13,TQTF,FXRU ETF,FXRU,8,4992800.0,6350.0,6320.0,6380.0,6350.0,6330.0,6350.0,789,6300.0,6320.0,6300.0,8082880.0,5628110.0,8082880.0,1786039.13
2015-11-16,TQTF,FXRU ETF,FXRU,10,520530.0,6330.0,6290.0,6380.0,6370.0,6350.0,6370.0,82,6350.0,6350.0,6350.0,520530.0,520530.0,520530.0,1786039.13
2015-11-17,TQTF,FXRU ETF,FXRU,10,532180.0,6250.0,6240.0,6280.0,6270.0,6260.0,6270.0,85,6260.0,6260.0,6260.0,532180.0,532180.0,532180.0,1786039.13
2015-11-18,TQTF,FXRU ETF,FXRU,9,453820.0,6190.0,6190.0,6240.0,6230.0,6220.0,6230.0,73,6240.0,6220.0,6240.0,986000.0,516520.0,986000.0,1786039.13
2015-11-19,TQTF,FXRU ETF,FXRU,3,199340.0,6220.0,6220.0,6230.0,6230.0,6230.0,6230.0,32,6220.0,6220.0,6220.0,653160.0,628390.0,653160.0,1786039.13
2015-11-20,TQTF,FXRU ETF,FXRU,8,762130.0,6240.0,6210.0,6250.0,6220.0,6250.0,6220.0,122,6240.0,6240.0,6240.0,961470.0,955250.0,961470.0,1786039.13
2015-11-23,TQTF,FXRU ETF,FXRU,17,2212150.0,6300.0,6240.0,6310.0,6260.0,6290.0,6260.0,352,6280.0,6280.0,6280.0,2212150.0,2212150.0,2212150.0,1786039.13
2015-11-24,TQTF,FXRU ETF,FXRU,10,831720.0,6300.0,6300.0,6390.0,6300.0,6350.0,6300.0,131,6350.0,6350.0,6350.0,831720.0,831720.0,831720.0,1786039.13
2015-11-25,TQTF,FXRU ETF,FXRU,3,126000.0,6300.0,6300.0,6300.0,6300.0,6300.0,6300.0,20,6340.0,6350.0,6340.0,957720.0,812820.0,957720.0,1786039.13
2015-11-26,TQTF,FXRU ETF,FXRU,4,685490.0,6270.0,6270.0,6290.0,6290.0,6290.0,6290.0,109,6320.0,6290.0,6320.0,1643210.0,981980.0,1643210.0,1786039.13
2015-11-27,TQTF,FXRU ETF,FXRU,8,611650.0,6330.0,6290.0,6360.0,6300.0,6310.0,6290.0,97,6300.0,6300.0,6300.0,1297140.0,1240650.0,1297140.0,1786039.13
2015-11-30,TQTF,FXRU ETF,FXRU,8,202710.0,6400.0,6310.0,6400.0,6330.0,6340.0,6330.0,32,6310.0,6310.0,6310.0,814360.0,649500.0,814360.0,1786039.13
2015-12-01,TQTF,FXRU ETF,FXRU,3,69920.0,6330.0,6330.0,6360.0,6350.0,6360.0,6350.0,11,,6310.0,,0.0,656320.0,0.0,1470683.95
2015-12-02,TQTF,FXRU ETF,FXRU,12,506000.0,6350.0,6350.0,6420.0,6420.0,6410.0,6420.0,79,6410.0,6410.0,6410.0,506000.0,506000.0,506000.0,1470683.95
2015-12-03,TQTF,FXRU ETF,FXRU,4,259840.0,6430.0,6430.0,6510.0,6470.0,6500.0,6470.0,40,6440.0,6440.0,6440.0,765840.0,682560.0,765840.0,1470683.95
2015-12-04,TQTF,FXRU ETF,FXRU,14,566580.0,6500.0,6480.0,6580.0,6580.0,6510.0,6570.0,87,6510.0,6510.0,6510.0,566580.0,566580.0,566580.0,1470683.95
2015-12-07,TQTF,FXRU ETF,FXRU,14,488410.0,6600.0,6550.0,6630.0,6590.0,6600.0,6580.0,74,,6600.0,,0.0,554110.0,0.0,1470683.95
2015-12-08,TQTF,FXRU ETF,FXRU,8,457770.0,6610.0,6610.0,6700.0,6700.0,6640.0,6700.0,69,6620.0,6620.0,6620.0,946180.0,595950.0,946180.0,1470683.95
2015-12-09,TQTF,FXRU ETF,FXRU,4,238710.0,6650.0,6600.0,6650.0,6630.0,6630.0,6630.0,36,6630.0,6640.0,6630.0,696480.0,551060.0,696480.0,1470683.95
2015-12-10,TQTF,FXRU ETF,FXRU,4,206120.0,6670.0,6560.0,6670.0,6560.0,6650.0,6560.0,31,6640.0,6650.0,6640.0,902600.0,611580.0,902600.0,1470683.95
2015-12-11,TQTF,FXRU ETF,FXRU,17,3127110.0,6610.0,6600.0,6690.0,6680.0,6650.0,6680.0,470,6650.0,6650.0,6650.0,3127110.0,3127110.0,3127110.0,1470683.95
2015-12-14,TQTF,FXRU ETF,FXRU,28,1195470.0,6700.0,6700.0,6800.0,6780.0,6750.0,6760.0,177,6750.0,6750.0,6750.0,1195470.0,1195470.0,1195470.0,1470683.95
2015-12-15,TQTF,FXRU ETF,FXRU,16,1539270.0,6740.0,6680.0,6780.0,6710.0,6750.0,6710.0,228,6750.0,6750.0,6750.0,1539270.0,1539270.0,1539270.0,1470683.95
2015-12-16,TQTF,FXRU ETF,FXRU,8,254740.0,6700.0,6680.0,6720.0,6680.0,6700.0,6680.0,38,6740.0,6710.0,6740.0,1794010.0,684720.0,1794010.0,1470683.95
2015-12-17,TQTF,FXRU ETF,FXRU,21,780130.0,6720.0,6700.0,6770.0,6730.0,6730.0,6730.0,116,6730.0,6730.0,6730.0,780130.0,780130.0,780130.0,1470683.95
2015-12-18,TQTF,FXRU ETF,FXRU,12,1848060.0,6810.0,6770.0,6810.0,6790.0,6790.0,6790.0,272,6790.0,6790.0,6790.0,1848060.0,1848060.0,1848060.0,1470683.95
2015-12-21,TQTF,FXRU ETF,FXRU,26,2944200.0,6770.0,6770.0,6830.0,6820.0,6800.0,6820.0,433,6800.0,6800.0,6800.0,2944200.0,2944200.0,2944200.0,1470683.95
2015-12-22,TQTF,FXRU ETF,FXRU,12,11922110.0,6820.0,6800.0,6820.0,6800.0,6820.0,6800.0,1749,6820.0,6820.0,6820.0,11922110.0,11922110.0,11922110.0,1470683.95
2015-12-23,TQTF,FXRU ETF,FXRU,14,872150.0,6770.0,6750.0,6780.0,6750.0,6760.0,6750.0,129,6760.0,6760.0,6760.0,872150.0,872150.0,872150.0,1470683.95
2015-12-24,TQTF,FXRU ETF,FXRU,12,834300.0,6650.0,6600.0,6760.0,6750.0,6730.0,6750.0,124,6730.0,6730.0,6730.0,834300.0,834300.0,834300.0,1470683.95
2015-12-25,TQTF,FXRU ETF,FXRU,10,352810.0,6770.0,6720.0,6820.0,6820.0,6790.0,6810.0,52,,6760.0,,0.0,845570.0,0.0,1470683.95
2015-12-28,TQTF,FXRU ETF,FXRU,15,1731160.0,6780.0,6780.0,6950.0,6920.0,6900.0,6920.0,251,6900.0,6900.0,6900.0,1731160.0,1731160.0,1731160.0,1470683.95
2015-12-29,TQTF,FXRU ETF,FXRU,32,5436830.0,6950.0,6880.0,6990.0,6880.0,6960.0,6880.0,781,6960.0,6960.0,6960.0,5436830.0,5436830.0,5436830.0,1470683.95
2015-12-30,TQTF,FXRU ETF,FXRU,23,1770410.0,6970.0,6950.0,7030.0,7020.0,7000.0,7020.0,253,7000.0,7000.0,7000.0,1770410.0,1770410.0,1770410.0,1470683.95
2016-01-04,TQTF,FXRU ETF,FXRU,10,663250.0,7000.0,6950.0,7000.0,6950.0,6980.0,6950.0,95,6980.0,6980.0,6950.0,663250.0,663250.0,663250.0,1571431.09
2016-01-05,TQTF,FXRU ETF,FXRU,15,1716400.0,7010.0,6970.0,7020.0,6990.0,7010.0,6970.0,245,7010.0,7010.0,6990.0,1716400.0,1716400.0,1716400.0,1571431.09
2016-01-06,TQTF,FXRU ETF,FXRU,19,369000.0,7060.0,7050.0,7150.0,7100.0,7100.0,7100.0,52,,7070.0,7100.0,0.0,502070.0,0.0,1571431.09
2016-01-11,TQTF,FXRU ETF,FXRU,29,3658970.0,7150.0,7140.0,7280.0,7200.0,7230.0,7200.0,506,7230.0,7230.0,7200.0,3658970.0,3658970.0,3658970.0,1571431.09
2016-01-12,TQTF,FXRU ETF,FXRU,23,3137280.0,7300.0,7200.0,7300.0,7210.0,7210.0,7210.0,435,7210.0,7210.0,7210.0,3137280.0,3137280.0,3137280.0,1571431.09
2016-01-13,TQTF,FXRU ETF,FXRU,8,303300.0,7250.0,7200.0,7250.0,7230.0,7220.0,7230.0,42,7210.0,7210.0,7230.0,3440580.0,735460.0,3440580.0,1571431.09
2016-01-14,TQTF,FXRU ETF,FXRU,24,1292300.0,7270.0,7220.0,7310.0,7250.0,7260.0,7250.0,178,7260.0,7260.0,7250.0,1292300.0,1292300.0,1292300.0,1571431.09
2016-01-15,TQTF,FXRU ETF,FXRU,28,2390910.0,7270.0,7240.0,7370.0,7310.0,7310.0,7310.0,327,7310.0,7310.0,7310.0,2390910.0,2390910.0,2390910.0,1571431.09
2016-01-18,TQTF,FXRU ETF,FXRU,26,1582560.0,7750.0,7400.0,7750.0,7410.0,7430.0,7410.0,213,7430.0,7430.0,7410.0,1582560.0,1582560.0,1582560.0,1571431.09
2016-01-19,TQTF,FXRU ETF,FXRU,20,1275810.0,7400.0,7360.0,7430.0,7430.0,7380.0,7430.0,173,7370.0,7370.0,7430.0,1275810.0,1275810.0,1275810.0,1571431.09
2016-01-20,TQTF,FXRU ETF,FXRU,32,2095010.0,7500.0,7500.0,7680.0,7680.0,7560.0,7680.0,277,7560.0,7560.0,7680.0,2095010.0,2095010.0,2095010.0,1571431.09
2016-01-21,TQTF,FXRU ETF,FXRU,35,3203650.0,7790.0,7790.0,8060.0,7810.0,7910.0,7810.0,405,7910.0,7910.0,7810.0,3203650.0,3203650.0,3203650.0,1571431.09
2016-01-22,TQTF,FXRU ETF,FXRU,48,3172080.0,7510.0,7410.0,7660.0,7460.0,7480.0,7410.0,424,7480.0,7480.0,7460.0,3172080.0,3172080.0,3172080.0,1571431.09
2016-01-25,TQTF,FXRU ETF,FXRU,26,4889530.0,7220.0,7220.0,7570.0,7470.0,7450.0,7470.0,656,7450.0,7450.0,7470.0,4889530.0,4889530.0,4889530.0,1571431.09
2016-01-26,TQTF,FXRU ETF,FXRU,16,1906580.0,7710.0,7460.0,7750.0,7460.0,7600.0,7460.0,251,7600.0,7600.0,7460.0,1906580.0,1906580.0,1906580.0,1571431.09
2016-01-27,TQTF,FXRU ETF,FXRU,27,7477040.0,7450.0,7380.0,7500.0,7420.0,7430.0,7410.0,1006,7430.0,7430.0,7420.0,7477040.0,7477040.0,7477040.0,1571431.09
2016-01-28,TQTF,FXRU ETF,FXRU,38,9573600.0,7380.0,7220.0,7380.0,7300.0,7300.0,7270.0,1311,7300.0,7300.0,7300.0,9573600.0,9573600.0,9573600.0,1571431.09
2016-01-29,TQTF,FXRU ETF,FXRU,35,2279050.0,7170.0,7100.0,7270.0,7230.0,7240.0,7230.0,315,7240.0,7240.0,7230.0,2279050.0,2279050.0,2279050.0,1571431.09
2016-02-01,TQTF,FXRU ETF,FXRU,14,705540.0,7320.0,7240.0,7320.0,7280.0,7270.0,7280.0,97,7270.0,7270.0,7280.0,705540.0,705540.0,705540.0,2720624.21
2016-02-02,TQTF,FXRU ETF,FXRU,29,2998050.0,7450.0,7410.0,7600.0,7600.0,7460.0,7600.0,402,7460.0,7460.0,7600.0,2998050.0,2998050.0,2998050.0,2720624.21
2016-02-03,TQTF,FXRU ETF,FXRU,10,407550.0,7630.0,7470.0,7630.0,7620.0,7550.0,7620.0,54,,7560.0,7620.0,0.0,551520.0,0.0,2720624.21
2016-02-04,TQTF,FXRU ETF,FXRU,36,1272320.0,7500.0,7300.0,7500.0,7320.0,7350.0,7320.0,173,7350.0,7350.0,7320.0,1272320.0,1272320.0,1272320.0,2720624.21
2016-02-05,TQTF,FXRU ETF,FXRU,15,571230.0,7400.0,7380.0,7470.0,7470.0,7420.0,7470.0,77,7420.0,7420.0,7470.0,571230.0,571230.0,571230.0,2720624.21
2016-02-08,TQTF,FXRU ETF,FXRU,24,1286510.0,7390.0,7360.0,7500.0,7500.0,7440.0,7500.0,173,7440.0,7440.0,7500.0,1286510.0,1286510.0,1286510.0,2720624.21
2016-02-09,TQTF,FXRU ETF,FXRU,16,1098330.0,7600.0,7500.0,7600.0,7500.0,7520.0,7500.0,146,7520.0,7520.0,7500.0,1098330.0,1098330.0,1098330.0,2720624.21
2016-02-10,TQTF,FXRU ETF,FXRU,25,2382240.0,7640.0,7460.0,7640.0,7470.0,7590.0,7460.0,314,7590.0,7590.0,7470.0,2382240.0,2382240.0,2382240.0,2720624.21
2016-02-11,TQTF,FXRU ETF,FXRU,18,375250.0,7640.0,7600.0,7740.0,7700.0,7660.0,7700.0,49,,7590.0,7700.0,0.0,561750.0,0.0,2720624.21
2016-02-12,TQTF,FXRU ETF,FXRU,15,1127040.0,7610.0,7580.0,7630.0,7590.0,7620.0,7580.0,148,7620.0,7620.0,7590.0,1127040.0,1127040.0,1127040.0,2720624.21
2016-02-15,TQTF,FXRU ETF,FXRU,9,299170.0,7500.0,7400.0,7500.0,7400.0,7480.0,7400.0,40,7590.0,7550.0,7400.0,1426210.0,581170.0,1426210.0,2720624.21
2016-02-16,TQTF,FXRU ETF,FXRU,11,725730.0,7390.0,7290.0,7480.0,7450.0,7410.0,7450.0,98,7410.0,7410.0,7450.0,725730.0,725730.0,725730.0,2720624.21
2016-02-17,TQTF,FXRU ETF,FXRU,48,1921760.0,7530.0,7290.0,7530.0,7310.0,7450.0,7310.0,258,7450.0,7450.0,7310.0,1921760.0,1921760.0,1921760.0,2720624.21
2016-02-18,TQTF,FXRU ETF,FXRU,11,325960.0,7250.0,7200.0,7260.0,7250.0,7240.0,7250.0,45,,7270.0,7250.0,0.0,501650.0,0.0,2720624.21
2016-02-19,TQTF,FXRU ETF,FXRU,12,420930.0,7370.0,7300.0,7470.0,7410.0,7390.0,7410.0,57,,7350.0,7410.0,0.0,572990.0,0.0,2720624.21
2016-02-20,TQTF,FXRU ETF,FXRU,5,271520.0,7330.0,7320.0,7470.0,7470.0,7340.0,7470.0,37,7370.0,7370.0,7470.0,692450.0,560360.0,692450.0,2720624.21
2016-02-22,TQTF,FXRU ETF,FXRU,21,1100000.0,7000.0,7000.0,7370.0,7270.0,7290.0,7270.0,151,7280.0,7280.0,7270.0,1100000.0,1100000.0,1100000.0,2720624.21
2016-02-24,TQTF,FXRU ETF,FXRU,9,273610.0,7300.0,7300.0,7410.0,7390.0,7400.0,7390.0,37,7310.0,7350.0,7390.0,1373610.0,514700.0,1373610.0,2720624.21
2016-02-25,TQTF,FXRU ETF,FXRU,12,900650.0,7380.0,7310.0,7380.0,7310.0,7320.0,7310.0,123,7320.0,7320.0,7310.0,900650.0,900650.0,900650.0,2720624.21
2016-02-26,TQTF,FXRU ETF,FXRU,40,3385850.0,7280.0,7210.0,7310.0,7290.0,7250.0,7290.0,467,7250.0,7250.0,7290.0,3385850.0,3385850.0,3385850.0,2720624.21
2016-02-29,TQTF,FXRU ETF,FXRU,16,814480.0,7350.0,7250.0,7350.0,7250.0,7270.0,7250.0,112,7270.0,7270.0,7250.0,814480.0,814480.0,814480.0,2720624.21
2016-03-01,TQTF,FXRU ETF,FXRU,27,2028340.0,7250.0,7120.0,7250.0,7120.0,7140.0,7120.0,284,7140.0,7140.0,7120.0,2028340.0,2028340.0,2028340.0,1891959.5
2016-03-02,TQTF,FXRU ETF,FXRU,27,2409410.0,7100.0,7100.0,7170.0,7140.0,7130.0,7140.0,338,7130.0,7130.0,7140.0,2409410.0,2409410.0,2409410.0,1891959.5
2016-03-03,TQTF,FXRU ETF,FXRU,19,614840.0,7130.0,7120.0,7180.0,7150.0,7150.0,7150.0,86,7150.0,7150.0,7150.0,614840.0,614840.0,614840.0,1891959.5
2016-03-04,TQTF,FXRU ETF,FXRU,58,4089320.0,7120.0,7040.0,7140.0,7040.0,7100.0,7040.0,576,7100.0,7100.0,7040.0,4089320.0,4089320.0,4089320.0,1891959.5
2016-03-07,TQTF,FXRU ETF,FXRU,37,1524190.0,7470.0,6960.0,7470.0,6980.0,7020.0,6980.0,217,7020.0,7020.0,6980.0,1524190.0,1524190.0,1524190.0,1891959.5
2016-03-09,TQTF,FXRU ETF,FXRU,41,3343810.0,7060.0,6930.0,7060.0,6940.0,6980.0,6940.0,479,6980.0,6980.0,6940.0,3343810.0,3343810.0,3343810.0,1891959.5
2016-03-10,TQTF,FXRU ETF,FXRU,40,1167450.0,6930.0,6800.0,7010.0,7010.0,6950.0,7010.0,168,6950.0,6950.0,7010.0,1167450.0,1167450.0,1167450.0,1891959.5
2016-03-11,TQTF,FXRU ETF,FXRU,56,1659530.0,6950.0,6830.0,6950.0,6860.0,6890.0,6860.0,241,6890.0,6890.0,6860.0,1659530.0,1659530.0,1659530.0,1891959.5
2016-03-14,TQTF,FXRU ETF,FXRU,22,582100.0,6920.0,6890.0,6980.0,6970.0,6930.0,6970.0,84,6930.0,6930.0,6970.0,582100.0,582100.0,582100.0,1891959.5
2016-03-15,TQTF,FXRU ETF,FXRU,34,940230.0,6920.0,6920.0,7010.0,6990.0,6970.0,6970.0,135,6960.0,6960.0,6990.0,940230.0,940230.0,940230.0,1891959.5
2016-03-16,TQTF,FXRU ETF,FXRU,63,8010500.0,6980.0,6900.0,7000.0,6940.0,6950.0,6930.0,1153,6950.0,6950.0,6940.0,8010500.0,8010500.0,8010500.0,1891959.5
2016-03-17,TQTF,FXRU ETF,FXRU,158,7276030.0,6900.0,6720.0,7350.0,6730.0,6780.0,6720.0,1073,6780.0,6780.0,6730.0,7276030.0,7276030.0,7276030.0,1891959.5
2016-03-18,TQTF,FXRU ETF,FXRU,76,5892680.0,6700.0,6680.0,6810.0,6740.0,6770.0,6750.0,871,6770.0,6770.0,6740.0,5892680.0,5892680.0,5892680.0,1891959.5
2016-03-21,TQTF,FXRU ETF,FXRU,33,1245350.0,6820.0,6710.0,6840.0,6740.0,6770.0,6740.0,184,6770.0,6770.0,6740.0,1245350.0,1245350.0,1245350.0,1891959.5
2016-03-22,TQTF,FXRU ETF,FXRU,37,2658880.0,6730.0,6690.0,6780.0,6710.0,6730.0,6710.0,395,6730.0,6730.0,6710.0,2658880.0,2658880.0,2658880.0,1891959.5
2016-03-23,TQTF,FXRU ETF,FXRU,16,497950.0,6710.0,6690.0,6780.0,6780.0,6730.0,6780.0,74,,6730.0,6780.0,0.0,511370.0,0.0,1891959.5
2016-03-24,TQTF,FXRU ETF,FXRU,41,2141970.0,6830.0,6810.0,6900.0,6900.0,6870.0,6900.0,312,6870.0,6870.0,6900.0,2141970.0,2141970.0,2141970.0,1891959.5
2016-03-25,TQTF,FXRU ETF,FXRU,17,404210.0,6870.0,6690.0,6870.0,6720.0,6740.0,6710.0,60,,6780.0,6720.0,0.0,556010.0,0.0,1891959.5
2016-03-28,TQTF,FXRU ETF,FXRU,18,686470.0,6780.0,6730.0,6860.0,6860.0,6800.0,6860.0,101,6800.0,6800.0,6860.0,686470.0,686470.0,686470.0,1891959.5
2016-03-29,TQTF,FXRU ETF,FXRU,32,6763620.0,6820.0,6800.0,6860.0,6860.0,6820.0,6860.0,992,6820.0,6820.0,6860.0,6763620.0,6763620.0,6763620.0,1891959.5
2016-03-30,TQTF,FXRU ETF,FXRU,41,4983880.0,6730.0,6690.0,6750.0,6750.0,6710.0,6750.0,743,6710.0,6710.0,6750.0,4983880.0,4983880.0,4983880.0,1891959.5
2016-03-31,TQTF,FXRU ETF,FXRU,43,6036870.0,6770.0,6660.0,6770.0,6720.0,6720.0,6720.0,899,6720.0,6720.0,6720.0,6036870.0,6036870.0,6036870.0,1891959.5
2016-04-01,TQTF,FXRU ETF,FXRU,30,2035040.0,6700.0,6680.0,6840.0,6790.0,6810.0,6790.0,299,6810.0,6810.0,6790.0,2035040.0,2035040.0,2035040.0,2272256.89
2016-04-04,TQTF,FXRU ETF,FXRU,29,5704650.0,6820.0,6790.0,6870.0,6830.0,6840.0,6830.0,834,6840.0,6840.0,6830.0,5704650.0,5704650.0,5704650.0,2272256.89
2016-04-05,TQTF,FXRU ETF,FXRU,35,4456120.0,6890.0,6860.0,6930.0,6930.0,6880.0,6930.0,648,6880.0,6880.0,6930.0,4456120.0,4456120.0,4456120.0,2272256.89
2016-04-06,TQTF,FXRU ETF,FXRU,47,4017740.0,6860.0,6810.0,6900.0,6820.0,6870.0,6820.0,585,6870.0,6870.0,6820.0,4017740.0,4017740.0,4017740.0,2272256.89
2016-04-07,TQTF,FXRU ETF,FXRU,15,1949180.0,6770.0,6770.0,6830.0,6830.0,6790.0,6830.0,287,6790.0,6790.0,6830.0,1949180.0,1949180.0,1949180.0,2272256.89
2016-04-08,TQTF,FXRU ETF,FXRU,28,1466130.0,6760.0,6720.0,6770.0,6720.0,6760.0,6740.0,217,6760.0,6760.0,6720.0,1466130.0,1466130.0,1466130.0,2272256.89
2016-04-11,TQTF,FXRU ETF,FXRU,40,1871440.0,6710.0,6660.0,6770.0,6710.0,6710.0,6710.0,279,6710.0,6710.0,6710.0,1871440.0,1871440.0,1871440.0,2272256.89
2016-04-12,TQTF,FXRU ETF,FXRU,61,1772940.0,6520.0,6520.0,6680.0,6620.0,6640.0,6620.0,267,6640.0,6640.0,6620.0,1772940.0,1772940.0,1772940.0,2272256.89
2016-04-13,TQTF,FXRU ETF,FXRU,30,2447730.0,6650.0,6570.0,6650.0,6650.0,6620.0,6650.0,370,6620.0,6620.0,6650.0,2447730.0,2447730.0,2447730.0,2272256.89
2016-04-14,TQTF,FXRU ETF,FXRU,30,1347300.0,6710.0,6630.0,6710.0,6650.0,6670.0,6650.0,202,6670.0,6670.0,6650.0,1347300.0,1347300.0,1347300.0,2272256.89
2016-04-15,TQTF,FXRU ETF,FXRU,32,2715230.0,6660.0,6650.0,6710.0,6700.0,6690.0,6690.0,406,6690.0,6690.0,6700.0,2715230.0,2715230.0,2715230.0,2272256.89
2016-04-18,TQTF,FXRU ETF,FXRU,81,9748510.0,6720.0,6640.0,6900.0,6640.0,6740.0,6640.0,1446,6740.0,6740.0,6640.0,9748510.0,9748510.0,9748510.0,2272256.89
2016-04-19,TQTF,FXRU ETF,FXRU,31,4170180.0,6610.0,6570.0,6620.0,6620.0,6590.0,6620.0,633,6590.0,6590.0,6620.0,4170180.0,4170180.0,4170180.0,2272256.89
2016-04-20,TQTF,FXRU ETF,FXRU,13,491200.0,6670.0,6620.0,6670.0,6640.0,6640.0,6640.0,74,,6630.0,6640.0,0.0,623600.0,0.0,2272256.89
2016-04-21,TQTF,FXRU ETF,FXRU,45,3224590.0,6600.0,6550.0,6700.0,6700.0,6650.0,6700.0,485,6650.0,6650.0,6700.0,3224590.0,3224590.0,3224590.0,2272256.89
2016-04-22,TQTF,FXRU ETF,FXRU,20,1742030.0,6690.0,6630.0,6710.0,6640.0,6670.0,6640.0,261,6670.0,6670.0,6640.0,1742030.0,1742030.0,1742030.0,2272256.89
2016-04-25,TQTF,FXRU ETF,FXRU,29,1107600.0,6690.0,6670.0,6750.0,6700.0,6710.0,6700.0,165,6710.0,6710.0,6700.0,1107600.0,1107600.0,1107600.0,2272256.89
2016-04-26,TQTF,FXRU ETF,FXRU,37,47395750.0,6720.0,6650.0,6730.0,6670.0,6710.0,6670.0,7060,6710.0,6710.0,6670.0,47395750.0,47395750.0,47395750.0,2272256.89
2016-04-27,TQTF,FXRU ETF,FXRU,45,20918740.0,6650.0,6560.0,6650.0,6590.0,6570.0,6630.0,3184,6570.0,6570.0,6590.0,20918740.0,20918740.0,20918740.0,2272256.89
2016-04-28,TQTF,FXRU ETF,FXRU,45,6559960.0,6620.0,6550.0,6620.0,6550.0,6590.0,6550.0,996,6590.0,6590.0,6550.0,6559960.0,6559960.0,6559960.0,2272256.89
2016-04-29,TQTF,FXRU ETF,FXRU,66,23274190.0,6560.0,6490.0,6570.0,6540.0,6560.0,6540.0,3546,6560.0,6560.0,6540.0,23274190.0,23274190.0,23274190.0,2272256.89
2016-05-04,TQTF,FXRU ETF,FXRU,31,1277570.0,6610.0,6610.0,6760.0,6750.0,6720.0,6750.0,190,6720.0,6720.0,6750.0,1277570.0,1277570.0,1277570.0,6804264.55
2016-05-05,TQTF,FXRU ETF,FXRU,22,662040.0,6720.0,6650.0,6720.0,6680.0,6690.0,6680.0,99,6690.0,6690.0,6680.0,662040.0,662040.0,662040.0,6804264.55
2016-05-06,TQTF,FXRU ETF,FXRU,36,3010770.0,6870.0,6680.0,6870.0,6690.0,6740.0,6680.0,447,6740.0,6740.0,6690.0,3010770.0,3010770.0,3010770.0,6804264.55
2016-05-10,TQTF,FXRU ETF,FXRU,17,889510.0,6730.0,6720.0,6740.0,6740.0,6740.0,6740.0,132,6740.0,6740.0,6740.0,889510.0,889510.0,889510.0,6804264.55
2016-05-11,TQTF,FXRU ETF,FXRU,36,2734410.0,6750.0,6600.0,6750.0,6650.0,6650.0,6630.0,411,6650.0,6650.0,6650.0,2734410.0,2734410.0,2734410.0,6804264.55
2016-05-12,TQTF,FXRU ETF,FXRU,23,516720.0,6630.0,6610.0,6650.0,6650.0,6630.0,6650.0,78,6620.0,6620.0,6650.0,516720.0,516720.0,516720.0,6804264.55
2016-05-13,TQTF,FXRU ETF,FXRU,38,1155420.0,6710.0,6570.0,6710.0,6660.0,6640.0,6650.0,174,6640.0,6640.0,6660.0,1155420.0,1155420.0,1155420.0,6804264.55
2016-05-16,TQTF,FXRU ETF,FXRU,22,1187100.0,6640.0,6610.0,6650.0,6630.0,6630.0,6620.0,179,6630.0,6630.0,6630.0,1187100.0,1187100.0,1187100.0,6804264.55
2016-05-17,TQTF,FXRU ETF,FXRU,19,3135610.0,6600.0,6590.0,6630.0,6610.0,6600.0,6610.0,475,6600.0,6600.0,6610.0,3135610.0,3135610.0,3135610.0,6804264.55
2016-05-18,TQTF,FXRU ETF,FXRU,18,771390.0,6660.0,6630.0,6680.0,6670.0,6650.0,6670.0,116,6650.0,6650.0,6670.0,771390.0,771390.0,771390.0,6804264.55
2016-05-19,TQTF,FXRU ETF,FXRU,53,6014100.0,6690.0,6690.0,6820.0,6820.0,6770.0,6820.0,889,6770.0,6770.0,6820.0,6014100.0,6014100.0,6014100.0,6804264.55
2016-05-20,TQTF,FXRU ETF,FXRU,26,983220.0,6760.0,6750.0,6800.0,6790.0,6780.0,6790.0,145,6780.0,6780.0,6790.0,983220.0,983220.0,983220.0,6804264.55
