TRADEDATE,BOARDID,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
2019-05-31,TQTF,FXRU ETF,FXRU,384,10600973.8,759.0,756.0,762.7,756.0,759.0,756.0,13967,759.0,759.0,756.0,10678110.83,10678110.83,10678110.83,7991114.3
2019-06-03,TQTD,FXRU ETF,FXRU,5,5197.85,11.6,11.59,11.67,11.6,11.63,11.59,446,760.6,760.6,11.6,12672190.0,12672190.0,12672190.0,117500.98
2019-06-03,TQTF,FXRU ETF,FXRU,1026,12332336.9,761.4,756.6,761.5,758.4,760.6,758.4,16214,760.6,760.6,758.4,12672190.0,12672190.0,12672190.0,7682613.88
2019-06-04,TQTD,FXRU ETF,FXRU,5,6407.0,11.6,11.6,11.66,11.58,11.59,11.66,550,759.6,759.6,11.58,3371227.97,3371227.97,3371227.97,117500.98
2019-06-04,TQTF,FXRU ETF,FXRU,229,2951219.0,759.8,756.4,760.1,758.9,759.6,758.4,3888,759.6,759.6,758.9,3371227.97,3371227.97,3371227.97,7682613.88
2019-06-05,TQTD,FXRU ETF,FXRU,8,11077.46,11.67,11.62,11.67,11.65,11.64,11.66,950,758.2,758.2,11.65,15108812.09,15108812.09,15108812.09,117500.98
2019-06-05,TQTF,FXRU ETF,FXRU,334,14386989.3,759.5,755.6,759.7,759.0,758.2,759.0,18977,758.2,758.2,759.0,15108812.09,15108812.09,15108812.09,7682613.88
2019-06-06,TQTD,FXRU ETF,FXRU,5,8074.75,11.6,11.6,11.7,11.7,11.64,11.7,691,757.8,757.8,11.7,11186906.64,11186906.64,11186906.64,117500.98
2019-06-06,TQTF,FXRU ETF,FXRU,455,10661044.2,758.0,757.0,759.9,761.8,757.8,758.0,14071,757.8,757.8,761.8,11186906.64,11186906.64,11186906.64,7682613.88
2019-06-07,TQTD,FXRU ETF,FXRU,4,1521.08,11.7,11.65,11.71,11.61,11.61,11.71,130,757.3,757.3,11.61,7673187.94,7673187.94,7673187.94,117500.98
2019-06-07,TQTF,FXRU ETF,FXRU,400,7573961.8,759.0,754.0,759.0,757.3,757.3,757.2,10002,757.3,757.3,757.3,7673187.94,7673187.94,7673187.94,7682613.88
2019-06-10,TQTD,FXRU ETF,FXRU,5,843.57,11.72,11.64,11.73,11.63,11.62,11.73,72,755.9,755.9,11.63,7075657.97,7075657.97,7075657.97,117500.98
2019-06-10,TQTF,FXRU ETF,FXRU,315,7020792.6,758.9,754.2,758.9,756.6,755.9,757.2,9288,755.9,755.9,756.6,7075657.97,7075657.97,7075657.97,7682613.88
2019-06-11,TQTD,FXRU ETF,FXRU,8,7905.22,11.73,11.71,11.73,11.65,11.64,11.73,674,754.4,754.4,11.65,8549288.33,8549288.33,8549288.33,117500.98
2019-06-11,TQTF,FXRU ETF,FXRU,308,8037094.1,757.0,752.0,757.0,755.0,754.4,755.0,10658,754.4,754.4,755.0,8549288.33,8549288.33,8549288.33,7682613.88
2019-06-13,TQTD,FXRU ETF,FXRU,9,7411.11,11.73,11.72,11.75,11.72,11.73,11.73,631,756.9,756.9,11.72,5447212.09,5447212.09,5447212.09,117500.98
2019-06-13,TQTF,FXRU ETF,FXRU,226,4969078.4,757.8,755.0,757.9,756.1,756.9,756.8,6566,756.9,756.9,756.1,5447212.09,5447212.09,5447212.09,7682613.88
2019-06-14,TQTD,FXRU ETF,FXRU,9,12107.95,11.75,11.72,11.75,11.67,11.67,11.75,1031,754.3,754.3,11.67,10469360.37,10469360.37,10469360.37,117500.98
2019-06-14,TQTF,FXRU ETF,FXRU,391,9686806.6,755.2,752.5,756.5,754.3,754.3,754.5,12849,754.3,754.3,754.3,10469360.37,10469360.37,10469360.37,7682613.88
2019-06-17,TQTD,FXRU ETF,FXRU,9,3102.91,11.67,11.67,11.76,11.69,11.69,11.76,264,753.4,753.4,11.69,5621662.97,5621662.97,5621662.97,117500.98
2019-06-17,TQTF,FXRU ETF,FXRU,482,5421734.4,753.0,751.9,754.9,753.2,753.4,754.1,7198,753.4,753.4,753.2,5621662.97,5621662.97,5621662.97,7682613.88
2019-06-18,TQTD,FXRU ETF,FXRU,9,20790.07,11.76,11.7,11.77,11.69,11.72,11.7,1767,754.0,754.0,11.69,7061737.48,7061737.48,7061737.48,117500.98
2019-06-18,TQTF,FXRU ETF,FXRU,414,5724547.2,752.0,750.7,756.2,751.7,754.0,751.3,7599,754.0,754.0,751.7,7061737.48,7061737.48,7061737.48,7682613.88
2019-06-19,TQTD,FXRU ETF,FXRU,8,1859.6,11.76,11.75,11.77,11.68,11.68,11.75,158,751.7,751.7,11.68,4914444.95,4914444.95,4914444.95,117500.98
2019-06-19,TQTF,FXRU ETF,FXRU,293,4794807.2,754.9,750.7,754.9,751.4,751.7,751.5,6380,751.7,751.7,751.4,4914444.95,4914444.95,4914444.95,7682613.88
2019-06-20,TQTD,FXRU ETF,FXRU,10,5786.79,11.8,11.8,11.81,11.62,11.67,11.81,490,746.8,746.8,11.62,21841707.13,21841707.13,21841707.13,117500.98
2019-06-20,TQTF,FXRU ETF,FXRU,682,21471471.8,750.0,741.5,751.4,743.7,746.8,743.2,28758,746.8,746.8,743.7,21841707.13,21841707.13,21841707.13,7682613.88
2019-06-21,TQTD,FXRU ETF,FXRU,15,21784.87,11.81,11.79,11.81,11.78,11.76,11.8,1846,745.6,745.6,11.78,10418468.91,10418468.91,10418468.91,117500.98
2019-06-21,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.439,10.421,,0,745.6,745.6,10.439,10418468.91,10418468.91,10418468.91,
2019-06-21,TQTF,FXRU ETF,FXRU,365,9037576.1,749.0,742.2,749.0,746.9,745.6,746.5,12128,745.6,745.6,746.9,10418468.91,10418468.91,10418468.91,7682613.88
2019-06-24,TQTD,FXRU ETF,FXRU,11,5976.71,11.81,11.74,11.81,11.73,11.76,11.77,508,742.4,742.4,11.73,8283641.03,8283641.03,8283641.03,117500.98
2019-06-24,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.38,10.405,,0,742.4,742.4,10.38,8283641.03,8283641.03,8283641.03,
2019-06-24,TQTF,FXRU ETF,FXRU,409,7906334.3,746.5,740.0,758.0,740.6,742.4,740.1,10650,742.4,742.4,740.6,8283641.03,8283641.03,8283641.03,7682613.88
2019-06-25,TQTD,FXRU ETF,FXRU,12,10463.38,11.76,11.76,11.83,11.8,11.76,11.83,886,739.5,739.5,11.8,13990032.58,13990032.58,13990032.58,117500.98
2019-06-25,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.369000000000002,10.329,,0,739.5,739.5,10.369000000000002,13990032.58,13990032.58,13990032.58,
2019-06-25,TQTF,FXRU ETF,FXRU,409,13331786.6,745.0,735.5,748.0,742.4,739.5,742.4,18032,739.5,739.5,742.4,13990032.58,13990032.58,13990032.58,7682613.88
2019-06-26,TQTD,FXRU ETF,FXRU,17,53968.46,11.83,11.83,11.83,11.9,11.87,11.83,4562,742.4,742.4,11.9,7842538.54,7842538.54,7842538.54,117500.98
2019-06-26,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.446,10.422,,0,742.4,742.4,10.446,7842538.54,7842538.54,7842538.54,
2019-06-26,TQTF,FXRU ETF,FXRU,289,4468273.9,742.7,740.7,747.1,744.1,742.4,745.2,6002,742.4,742.4,744.1,7842538.54,7842538.54,7842538.54,7682613.88
2019-06-27,TQTD,FXRU ETF,FXRU,10,2352.07,11.82,11.8,11.83,11.88,11.85,11.83,199,744.3,744.3,11.88,9337902.3,9337902.3,9337902.3,117500.98
2019-06-27,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.455,10.427,,0,744.3,744.3,10.455,9337902.3,9337902.3,9337902.3,
2019-06-27,TQTF,FXRU ETF,FXRU,218,9190172.8,746.9,736.6,749.0,746.3,744.3,745.0,12347,744.3,744.3,746.3,9337902.3,9337902.3,9337902.3,7682613.88
2019-06-28,TQTD,FXRU ETF,FXRU,10,52241.28,11.83,11.83,11.83,11.84,11.82,11.83,4416,745.3,745.3,11.84,6982814.78,6982814.78,6982814.78,117500.98
2019-06-28,TQTE,FXRU ETF,FXRU,2,31.17,10.39,10.39,10.39,10.417,10.4,10.39,3,745.3,745.3,10.417,6982814.78,6982814.78,6982814.78,
2019-06-28,TQTF,FXRU ETF,FXRU,281,3687019.1,746.3,743.2,754.6,746.5,745.3,746.5,4950,745.3,745.3,746.5,6982814.78,6982814.78,6982814.78,7682613.88
2019-07-01,TQTD,FXRU ETF,FXRU,12,31496.9,11.84,11.84,11.85,11.79,11.81,11.85,2660,744.9,744.9,11.79,11836108.19,11836108.19,11836108.19,122332.27
2019-07-01,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.355,10.372,,0,744.9,744.9,10.355,11836108.19,11836108.19,11836108.19,107440.92
2019-07-01,TQTF,FXRU ETF,FXRU,330,9849422.3,744.2,741.8,753.9,743.7,744.9,744.0,13229,744.9,744.9,743.7,11836108.19,11836108.19,11836108.19,7716181.49
2019-07-02,TQTD,FXRU ETF,FXRU,11,8064.85,11.89,11.81,11.89,11.88,11.86,11.81,681,747.7,747.7,11.88,6276837.16,6276837.16,6276837.16,122332.27
2019-07-02,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.495,10.472000000000001,,0,747.7,747.7,10.495,6276837.16,6276837.16,6276837.16,107440.92
2019-07-02,TQTF,FXRU ETF,FXRU,302,5768315.3,743.1,743.1,750.5,749.3,747.7,748.1,7714,747.7,747.7,749.3,6276837.16,6276837.16,6276837.16,7716181.49
2019-07-03,TQTD,FXRU ETF,FXRU,9,6270.44,11.86,11.85,11.87,11.9,11.9,11.87,529,752.4,752.4,11.9,3726704.98,3726704.98,3726704.98,122332.27
2019-07-03,TQTE,FXRU ETF,FXRU,1,21.02,10.51,10.51,10.51,10.540999999999999,10.537,10.51,2,752.4,752.4,10.540999999999999,3726704.98,3726704.98,3726704.98,107440.92
2019-07-03,TQTF,FXRU ETF,FXRU,272,3328746.0,749.2,749.2,754.7,752.7,752.4,752.9,4422,752.4,752.4,752.7,3726704.98,3726704.98,3726704.98,7716181.49
2019-07-04,TQTD,FXRU ETF,FXRU,19,61261.04,11.87,11.86,11.87,11.85,11.86,11.87,5161,753.2,753.2,11.85,7034810.97,7034810.97,7034810.97,122332.27
2019-07-04,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.509,10.519,,0,753.2,753.2,10.509,7034810.97,7034810.97,7034810.97,107440.92
2019-07-04,TQTF,FXRU ETF,FXRU,219,3145035.1,747.9,747.4,754.0,752.5,753.2,752.5,4179,753.2,753.2,752.5,7034810.97,7034810.97,7034810.97,7716181.49
2019-07-05,TQTD,FXRU ETF,FXRU,28,30541.19,11.88,11.81,11.88,11.93,11.9,11.87,2574,754.4,754.4,11.93,8682139.22,8682139.22,8682139.22,122332.27
2019-07-05,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.571,10.545,,0,754.4,754.4,10.571,8682139.22,8682139.22,8682139.22,107440.92
2019-07-05,TQTF,FXRU ETF,FXRU,299,6745788.1,754.9,750.7,757.5,756.3,754.4,755.0,8935,754.4,754.4,756.3,8682139.22,8682139.22,8682139.22,7716181.49
2019-07-08,TQTD,FXRU ETF,FXRU,8,36119.43,11.87,11.86,11.87,11.84,11.89,11.86,3043,755.8,755.8,11.84,8973881.02,8973881.02,8973881.02,122332.27
2019-07-08,TQTE,FXRU ETF,FXRU,1,52.9,10.58,10.58,10.58,10.505,10.547,10.58,5,755.8,755.8,10.505,8973881.02,8973881.02,8973881.02,107440.92
2019-07-08,TQTF,FXRU ETF,FXRU,303,6673468.8,753.4,752.1,759.0,752.8,755.8,753.7,8825,755.8,755.8,752.8,8973881.02,8973881.02,8973881.02,7716181.49
2019-07-09,TQTD,FXRU ETF,FXRU,4,1731.56,11.86,11.86,11.86,11.81,11.82,11.86,146,754.8,754.8,11.81,2677356.27,2677356.27,2677356.27,122332.27
2019-07-09,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.517999999999999,10.527000000000001,,0,754.8,754.8,10.517999999999999,2677356.27,2677356.27,2677356.27,107440.92
2019-07-09,TQTF,FXRU ETF,FXRU,249,2566761.7,754.7,752.0,756.7,754.2,754.8,753.6,3401,754.8,754.8,754.2,2677356.27,2677356.27,2677356.27,7716181.49
2019-07-10,TQTD,FXRU ETF,FXRU,12,8373.0,11.86,11.85,11.86,11.76,11.8,11.86,706,752.4,752.4,11.76,5940590.72,5940590.72,5940590.72,122332.27
2019-07-10,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.495,10.529000000000002,,0,752.4,752.4,10.495,5940590.72,5940590.72,5940590.72,107440.92
2019-07-10,TQTF,FXRU ETF,FXRU,400,5406678.0,753.6,749.1,755.9,750.0,752.4,749.7,7189,752.4,752.4,750.0,5940590.72,5940590.72,5940590.72,7716181.49
2019-07-11,TQTD,FXRU ETF,FXRU,10,15665.26,11.82,11.82,11.86,11.67,11.72,11.86,1321,747.5,747.5,11.67,11221974.08,11221974.08,11221974.08,122332.27
2019-07-11,TQTE,FXRU ETF,FXRU,2,20.98,10.52,10.46,10.52,10.402000000000001,10.445,10.46,2,747.5,747.5,10.402000000000001,11221974.08,11221974.08,11221974.08,107440.92
2019-07-11,TQTF,FXRU ETF,FXRU,403,10221047.9,749.7,743.2,753.4,744.4,747.5,745.8,13690,747.5,747.5,744.4,11221974.08,11221974.08,11221974.08,7716181.49
2019-07-12,TQTD,FXRU ETF,FXRU,7,1707.84,11.86,11.86,11.86,11.87,11.88,11.86,144,748.5,748.5,11.87,3432050.76,3432050.76,3432050.76,122332.27
2019-07-12,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.530999999999999,10.542,,0,748.5,748.5,10.530999999999999,3432050.76,3432050.76,3432050.76,107440.92
2019-07-12,TQTF,FXRU ETF,FXRU,246,3324466.4,746.0,745.1,750.2,747.8,748.5,747.8,4441,748.5,748.5,747.8,3432050.76,3432050.76,3432050.76,7716181.49
2019-07-15,TQTD,FXRU ETF,FXRU,5,7323.15,11.85,11.85,11.87,11.78,11.8,11.87,617,743.9,743.9,11.78,9537965.44,9537965.44,9537965.44,122332.27
2019-07-15,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.45,10.475999999999999,,0,743.9,743.9,10.45,9537965.44,9537965.44,9537965.44,107440.92
2019-07-15,TQTF,FXRU ETF,FXRU,366,9076457.6,749.5,741.4,749.5,742.1,743.9,742.0,12204,743.9,743.9,742.1,9537965.44,9537965.44,9537965.44,7716181.49
2019-07-16,TQTD,FXRU ETF,FXRU,5,2219.19,11.86,11.86,11.87,11.86,11.85,11.87,187,744.8,744.8,11.86,5966015.57,5966015.57,5966015.57,122332.27
2019-07-16,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.517999999999999,10.512,,0,744.8,744.8,10.517999999999999,5966015.57,5966015.57,5966015.57,107440.92
2019-07-16,TQTF,FXRU ETF,FXRU,291,5826588.3,745.8,743.4,745.8,745.3,744.8,745.3,7823,744.8,744.8,745.3,5966015.57,5966015.57,5966015.57,7716181.49
2019-07-17,TQTD,FXRU ETF,FXRU,20,199625.0,11.88,11.87,11.91,11.9,11.88,11.88,16813,746.0,746.0,11.9,17891256.69,17891256.69,17891256.69,122332.27
2019-07-17,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.573,10.555,,0,746.0,746.0,10.573,17891256.69,17891256.69,17891256.69,107440.92
2019-07-17,TQTF,FXRU ETF,FXRU,221,5352231.5,746.0,744.1,749.0,747.3,746.0,747.4,7170,746.0,746.0,747.3,17891256.69,17891256.69,17891256.69,7716181.49
2019-07-18,TQTD,FXRU ETF,FXRU,5,60040.3,11.83,11.82,11.9,11.89,11.85,11.9,5078,745.9,745.9,11.89,14686518.08,14686518.08,14686518.08,122332.27
2019-07-18,TQTE,FXRU ETF,FXRU,1,10.6,10.6,10.6,10.6,10.612,10.572000000000001,10.6,1,745.9,745.9,10.612,14686518.08,14686518.08,14686518.08,107440.92
2019-07-18,TQTF,FXRU ETF,FXRU,254,10906527.5,749.3,744.5,749.3,748.7,745.9,748.7,14610,745.9,745.9,748.7,14686518.08,14686518.08,14686518.08,7716181.49
2019-07-19,TQTD,FXRU ETF,FXRU,8,6156.66,11.9,11.88,11.91,11.9,11.9,11.91,517,747.8,747.8,11.9,8282828.62,8282828.62,8282828.62,122332.27
2019-07-19,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.588,10.591,,0,747.8,747.8,10.588,8282828.62,8282828.62,8282828.62,107440.92
2019-07-19,TQTF,FXRU ETF,FXRU,300,7896014.3,747.8,745.5,749.0,747.6,747.8,747.4,10559,747.8,747.8,747.6,8282828.62,8282828.62,8282828.62,7716181.49
2019-07-22,TQTD,FXRU ETF,FXRU,11,11764.29,12.15,11.9,12.57,11.88,11.9,11.92,979,748.0,748.0,11.88,9949781.32,9949781.32,9949781.32,122332.27
2019-07-22,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.547,10.565999999999999,,0,748.0,748.0,10.547,9949781.32,9949781.32,9949781.32,107440.92
2019-07-22,TQTF,FXRU ETF,FXRU,347,9210200.4,747.5,746.2,750.0,746.7,748.0,746.7,12323,748.0,748.0,746.7,9949781.32,9949781.32,9949781.32,7716181.49
2019-07-23,TQTD,FXRU ETF,FXRU,19,43618.46,11.92,11.9,11.92,11.93,11.91,11.92,3662,750.3,750.3,11.93,10471652.14,10471652.14,10471652.14,122332.27
2019-07-23,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.635,10.619000000000002,,0,750.3,750.3,10.635,10471652.14,10471652.14,10471652.14,107440.92
2019-07-23,TQTF,FXRU ETF,FXRU,353,7724666.2,749.5,747.5,752.6,751.4,750.3,751.1,10295,750.3,750.3,751.4,10471652.14,10471652.14,10471652.14,7716181.49
2019-07-24,TQTD,FXRU ETF,FXRU,10,11494.72,11.92,11.91,11.94,11.85,11.89,11.91,965,750.5,750.5,11.85,4705779.97,4705779.97,4705779.97,122332.27
2019-07-24,TQTE,FXRU ETF,FXRU,1,4346.76,10.68,10.68,10.68,10.592,10.625,10.68,407,750.5,750.5,10.592,4705779.97,4705779.97,4705779.97,107440.92
2019-07-24,TQTF,FXRU ETF,FXRU,240,3673096.4,752.7,748.1,752.7,748.2,750.5,748.1,4898,750.5,750.5,748.2,4705779.97,4705779.97,4705779.97,7716181.49
2019-07-25,TQTD,FXRU ETF,FXRU,11,1513.84,11.92,11.92,11.92,11.9,11.89,11.92,127,750.3,750.3,11.9,3435659.45,3435659.45,3435659.45,122332.27
2019-07-25,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.682,10.669,,0,750.3,750.3,10.682,3435659.45,3435659.45,3435659.45,107440.92
2019-07-25,TQTF,FXRU ETF,FXRU,280,3340111.6,750.0,747.5,751.4,751.2,750.3,751.2,4452,750.3,750.3,751.2,3435659.45,3435659.45,3435659.45,7716181.49
2019-07-26,TQTD,FXRU ETF,FXRU,9,3351.33,11.91,11.89,11.97,11.94,11.89,11.94,281,750.9,750.9,11.94,4892055.17,4892055.17,4892055.17,122332.27
2019-07-26,TQTE,FXRU ETF,FXRU,1,10.7,10.7,10.7,10.7,10.728,10.682,10.7,1,750.9,750.9,10.728,4892055.17,4892055.17,4892055.17,107440.92
2019-07-26,TQTF,FXRU ETF,FXRU,253,4679642.4,751.3,748.8,755.0,754.1,750.9,753.5,6233,750.9,750.9,754.1,4892055.17,4892055.17,4892055.17,7716181.49
2019-07-29,TQTD,FXRU ETF,FXRU,22,28988.7,11.94,11.89,11.94,11.92,11.94,11.9,2431,754.0,754.0,11.92,6381676.97,6381676.97,6381676.97,122332.27
2019-07-29,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.698,10.722999999999999,,0,754.0,754.0,10.698,6381676.97,6381676.97,6381676.97,107440.92
2019-07-29,TQTF,FXRU ETF,FXRU,277,4551704.4,756.4,751.7,756.4,752.2,754.0,754.8,6033,754.0,754.0,752.2,6381676.97,6381676.97,6381676.97,7716181.49
2019-07-30,TQTD,FXRU ETF,FXRU,22,14658.01,11.94,11.87,11.94,11.93,11.88,11.94,1228,754.3,754.3,11.93,9157702.15,9157702.15,9157702.15,122332.27
2019-07-30,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.725999999999999,10.677999999999999,,0,754.3,754.3,10.725999999999999,9157702.15,9157702.15,9157702.15,107440.92
2019-07-30,TQTF,FXRU ETF,FXRU,259,8226610.7,752.6,751.6,757.0,757.7,754.3,757.0,10912,754.3,754.3,757.7,9157702.15,9157702.15,9157702.15,7716181.49
2019-07-31,TQTD,FXRU ETF,FXRU,8,16631.84,11.94,11.9,11.95,11.92,11.93,11.9,1392,755.8,755.8,11.92,4596067.95,4596067.95,4596067.95,122332.27
2019-07-31,TQTE,FXRU ETF,FXRU,1,214.2,10.71,10.71,10.71,10.704,10.706,10.71,20,755.8,755.8,10.704,4596067.95,4596067.95,4596067.95,107440.92
2019-07-31,TQTF,FXRU ETF,FXRU,238,3526834.8,756.1,752.1,756.8,755.7,755.8,756.0,4669,755.8,755.8,755.7,4596067.95,4596067.95,4596067.95,7716181.49
2019-08-01,TQTD,FXRU ETF,FXRU,13,4245.44,11.87,11.87,11.94,11.96,11.99,11.94,356,760.6,760.6,11.96,45900021.83,45900021.83,45900021.83,130861.7
2019-08-01,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.722999999999999,10.752,,0,760.6,760.6,10.722999999999999,45900021.83,45900021.83,45900021.83,117322.74
2019-08-01,TQTF,FXRU ETF,FXRU,705,45630787.9,758.0,756.3,763.9,758.5,760.6,760.4,59993,760.6,760.6,758.5,45900021.83,45900021.83,45900021.83,8298882.54
2019-08-02,TQTD,FXRU ETF,FXRU,30,13508.73,11.95,11.88,11.95,12.12,12.09,11.92,1134,772.0,772.0,12.12,18422502.56,18422502.56,18422502.56,130861.7
2019-08-02,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.98,10.955,,0,772.0,772.0,10.98,18422502.56,18422502.56,18422502.56,117322.74
2019-08-02,TQTF,FXRU ETF,FXRU,655,17560186.3,765.0,763.5,777.1,773.8,772.0,773.5,22729,772.0,772.0,773.8,18422502.56,18422502.56,18422502.56,8298882.54
2019-08-05,TQTD,FXRU ETF,FXRU,23,29193.39,11.96,11.9,11.96,11.94,11.92,11.9,2452,770.8,770.8,11.94,15303444.87,15303444.87,15303444.87,130861.7
2019-08-05,TQTE,FXRU ETF,FXRU,1,10660.0,10.66,10.66,10.66,10.763,10.749,10.66,1000,770.8,770.8,10.763,15303444.87,15303444.87,15303444.87,117322.74
2019-08-05,TQTF,FXRU ETF,FXRU,550,12651912.9,767.3,767.3,777.1,771.8,770.8,773.5,16402,770.8,770.8,771.8,15303444.87,15303444.87,15303444.87,8298882.54
2019-08-06,TQTD,FXRU ETF,FXRU,18,11916.7,11.87,11.87,11.95,11.9,11.89,11.95,999,773.6,773.6,11.9,11315438.09,11315438.09,11315438.09,130861.7
2019-08-06,TQTE,FXRU ETF,FXRU,1,10.68,10.68,10.68,10.68,10.697000000000001,10.689,10.68,1,773.6,773.6,10.697000000000001,11315438.09,11315438.09,11315438.09,117322.74
2019-08-06,TQTF,FXRU ETF,FXRU,311,10539429.0,774.0,771.9,775.2,774.2,773.6,773.6,13627,773.6,773.6,774.2,11315438.09,11315438.09,11315438.09,8298882.54
2019-08-07,TQTD,FXRU ETF,FXRU,22,31534.09,11.91,11.9,11.95,11.93,11.9,11.9,2647,775.9,775.9,11.93,11196665.72,11196665.72,11196665.72,130861.7
2019-08-07,TQTE,FXRU ETF,FXRU,11,35095.19,10.66,10.64,10.68,10.642999999999999,10.618,10.64,3298,775.9,775.9,10.642999999999999,11196665.72,11196665.72,11196665.72,117322.74
2019-08-07,TQTF,FXRU ETF,FXRU,310,6576037.6,767.6,767.6,780.8,777.7,775.9,779.1,8486,775.9,775.9,777.7,11196665.72,11196665.72,11196665.72,8298882.54
2019-08-08,TQTD,FXRU ETF,FXRU,11,4282.32,12.0,11.92,12.0,11.93,11.92,11.96,359,775.7,775.7,11.93,4999342.5,4999342.5,4999342.5,130861.7
2019-08-08,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.654000000000002,10.642000000000001,,0,775.7,775.7,10.654000000000002,4999342.5,4999342.5,4999342.5,117322.74
2019-08-08,TQTF,FXRU ETF,FXRU,411,4720592.6,777.9,772.0,779.6,776.6,775.7,776.5,6086,775.7,775.7,776.6,4999342.5,4999342.5,4999342.5,8298882.54
2019-08-09,TQTD,FXRU ETF,FXRU,13,9078.17,11.96,11.91,11.96,11.93,11.96,11.91,761,779.0,779.0,11.93,5713832.63,5713832.63,5713832.63,130861.7
2019-08-09,TQTE,FXRU ETF,FXRU,3,1193.79,10.67,10.6,10.68,10.64,10.665,10.68,112,779.0,779.0,10.64,5713832.63,5713832.63,5713832.63,117322.74
2019-08-09,TQTF,FXRU ETF,FXRU,479,5035374.1,774.8,774.8,781.4,777.2,779.0,778.1,6462,779.0,779.0,777.2,5713832.63,5713832.63,5713832.63,8298882.54
2019-08-12,TQTD,FXRU ETF,FXRU,3,4907.8,11.98,11.94,11.98,11.96,11.97,11.94,410,781.3,781.3,11.96,8951752.02,8951752.02,8951752.02,130861.7
2019-08-12,TQTE,FXRU ETF,FXRU,3,213.66,10.71,10.68,10.71,10.687999999999999,10.699000000000002,10.68,20,781.3,781.3,10.687999999999999,8951752.02,8951752.02,8951752.02,117322.74
2019-08-12,TQTF,FXRU ETF,FXRU,332,8615895.6,780.1,776.0,783.9,780.4,781.3,780.6,11028,781.3,781.3,780.4,8951752.02,8951752.02,8951752.02,8298882.54
2019-08-13,TQTD,FXRU ETF,FXRU,27,34371.31,11.99,11.94,12.0,11.89,11.98,11.94,2866,783.6,783.6,11.89,10137594.5,10137594.5,10137594.5,130861.7
2019-08-13,TQTE,FXRU ETF,FXRU,5,1100.15,10.7,10.63,10.7,10.64,10.716,10.63,103,783.6,783.6,10.64,10137594.5,10137594.5,10137594.5,117322.74
2019-08-13,TQTF,FXRU ETF,FXRU,524,7808278.0,778.5,776.2,786.2,778.0,783.6,777.9,9969,783.6,783.6,778.0,10137594.5,10137594.5,10137594.5,8298882.54
2019-08-14,TQTD,FXRU ETF,FXRU,13,17483.53,11.98,11.94,11.98,12.0,11.93,11.95,1460,782.3,782.3,12.0,13069753.43,13069753.43,13069753.43,130861.7
2019-08-14,TQTE,FXRU ETF,FXRU,2,10730.72,10.72,10.72,10.72,10.72,10.655999999999999,10.72,1001,782.3,782.3,10.72,13069753.43,13069753.43,13069753.43,117322.74
2019-08-14,TQTF,FXRU ETF,FXRU,821,11135009.4,776.3,774.2,789.4,787.0,782.3,786.9,14245,782.3,782.3,787.0,13069753.43,13069753.43,13069753.43,8298882.54
2019-08-15,TQTD,FXRU ETF,FXRU,6,1496.57,11.94,11.94,11.98,12.15,12.14,11.98,125,791.4,791.4,12.15,12524355.15,12524355.15,12524355.15,130861.7
2019-08-15,TQTE,FXRU ETF,FXRU,0,0.0,,,,10.864,10.856,,0,791.4,791.4,10.864,12524355.15,12524355.15,12524355.15,117322.74
2019-08-15,TQTF,FXRU ETF,FXRU,370,12426774.0,788.9,785.0,797.2,792.0,791.4,792.2,15700,791.4,791.4,792.0,12524355.15,12524355.15,12524355.15,8298882.54
2019-08-16,TQTD,FXRU ETF,FXRU,7,430.98,11.98,11.96,11.98,12.05,12.0,11.98,36,790.6,790.6,12.05,7259680.85,7259680.85,7259680.85,130861.7
2019-08-16,TQTE,FXRU ETF,FXRU,1,1999.85,10.81,10.81,10.81,10.809000000000001,10.762,10.81,185,790.6,790.6,10.809000000000001,7259680.85,7259680.85,7259680.85,117322.74
